scope	p	m	x	factorization_x	d	I_residue	I_hit	II_eligible	II_residue	II_hit	I_y	I_z	I_identity_lhs	I_identity_rhs	II_y	II_z	II_identity_lhs	II_identity_rhs
REGISTERED_B23	12721	15	3184	2^4*199^1	6368	12	0	0	12	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	12736	5	0	0	5	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	25472	6	0	0	6	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	39601	5	0	0	5	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	50944	8	0	0	8	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	79202	6	0	0	6	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	158404	8	0	0	8	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	316808	12	0	0	12	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	633616	5	0	0	5	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	1267232	6	0	0	6	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	2534464	8	0	0	8	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	5068928	12	0	0	12	0								
REGISTERED_B23	12721	15	3184	2^4*199^1	10137856	5	0	0	5	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	1	7	0	1	13	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	5	11	0	1	17	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	7	13	0	1	0	1					2137128	972393240	26475361169535532800	26475361169535532800
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	13	0	1	1	6	0	2132442	6646064697090	180555707083650000757200	180555707083650000757200				
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	25	12	0	1	18	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	35	3	0	1	9	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	49	17	0	1	4	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	65	14	0	1	1	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	91	2	0	1	8	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	169	4	0	1	10	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	175	10	0	1	16	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	245	4	0	1	10	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	325	8	0	1	14	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	343	7	0	1	13	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	455	5	0	1	11	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	637	16	0	1	3	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	845	15	0	1	2	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	1183	11	0	1	17	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	1225	15	0	1	2	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	1715	11	0	1	17	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	2275	1	0	1	7	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	2401	13	0	1	0	1					3739974	4961190	236387153299424400	236387153299424400
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	3185	18	0	1	5	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	4225	13	0	0	0	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	4459	0	1	0	6	0	2132676	19378408140	526517012309794833600	526517012309794833600				
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	5915	12	0	0	18	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	8281	3	0	0	9	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	8575	12	0	0	18	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	12005	3	0	0	9	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	15925	9	0	0	15	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	22295	14	0	0	1	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	29575	17	0	0	4	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	31213	2	0	0	8	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	41405	10	0	0	16	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	57967	4	0	0	10	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	60025	10	0	0	16	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	111475	8	0	0	14	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	156065	5	0	0	11	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	207025	7	0	0	13	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	289835	15	0	0	2	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	405769	11	0	0	17	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	780325	1	0	0	7	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	1449175	13	0	0	0	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	2028845	12	0	0	18	0								
REGISTERED_B23	12721	19	3185	5^1*7^2*13^1	10144225	17	0	0	4	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	1	2	0	1	13	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	2	3	0	1	14	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	3	4	0	1	15	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	4	5	0	1	16	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	6	7	0	1	18	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	9	10	0	1	21	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	12	13	0	1	1	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	18	19	0	1	7	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	27	5	0	1	16	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	36	14	0	1	2	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	54	9	0	1	20	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	59	14	0	1	2	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	81	13	0	1	1	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	108	17	0	1	5	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	118	4	0	1	15	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	162	2	0	1	13	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	177	17	0	1	5	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	236	7	0	1	18	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	243	14	0	1	2	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	324	3	0	1	14	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	354	10	0	1	21	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	486	4	0	1	15	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	531	3	0	1	14	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	708	19	0	1	7	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	729	17	0	1	5	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	972	7	0	1	18	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	1062	5	0	1	16	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	1458	10	0	1	21	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	1593	7	0	1	18	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	2124	9	0	1	20	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	2916	19	0	1	7	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	3186	13	0	1	1	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	3481	9	0	0	20	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	4779	19	0	0	7	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	6372	2	0	0	13	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	6962	17	0	0	5	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	9558	14	0	0	2	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	10443	2	0	0	13	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	13924	10	0	0	21	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	14337	9	0	0	20	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	19116	4	0	0	15	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	20886	3	0	0	14	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	28674	17	0	0	5	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	31329	4	0	0	15	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	41772	5	0	0	16	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	43011	2	0	0	13	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	57348	10	0	0	21	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	62658	7	0	0	18	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	86022	3	0	0	14	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	93987	10	0	0	21	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	125316	13	0	0	1	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	172044	5	0	0	16	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	187974	19	0	0	7	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	281961	5	0	0	16	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	375948	14	0	0	2	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	563922	9	0	0	20	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	845883	13	0	0	1	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	1127844	17	0	0	5	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	1691766	2	0	0	13	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	2537649	14	0	0	2	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	3383532	3	0	0	14	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	5075298	4	0	0	15	0								
REGISTERED_B23	12721	23	3186	2^1*3^3*59^1	10150596	7	0	0	18	0								
REGISTERED_B23	1201	3	301	7^1*43^1	1	2	0	1	2	0								
REGISTERED_B23	1201	3	301	7^1*43^1	7	2	0	1	2	0								
REGISTERED_B23	1201	3	301	7^1*43^1	43	2	0	1	2	0								
REGISTERED_B23	1201	3	301	7^1*43^1	49	2	0	1	2	0								
REGISTERED_B23	1201	3	301	7^1*43^1	301	2	0	1	2	0								
REGISTERED_B23	1201	3	301	7^1*43^1	1849	2	0	0	2	0								
REGISTERED_B23	1201	3	301	7^1*43^1	2107	2	0	0	2	0								
REGISTERED_B23	1201	3	301	7^1*43^1	12943	2	0	0	2	0								
REGISTERED_B23	1201	3	301	7^1*43^1	90601	2	0	0	2	0								
REGISTERED_B23	1201	7	302	2^1*151^1	1	5	0	1	2	0								
REGISTERED_B23	1201	7	302	2^1*151^1	2	6	0	1	3	0								
REGISTERED_B23	1201	7	302	2^1*151^1	4	1	0	1	5	0								
REGISTERED_B23	1201	7	302	2^1*151^1	151	1	0	1	5	0								
REGISTERED_B23	1201	7	302	2^1*151^1	302	5	0	1	2	0								
REGISTERED_B23	1201	7	302	2^1*151^1	604	6	0	0	3	0								
REGISTERED_B23	1201	7	302	2^1*151^1	22801	6	0	0	3	0								
REGISTERED_B23	1201	7	302	2^1*151^1	45602	1	0	0	5	0								
REGISTERED_B23	1201	7	302	2^1*151^1	91204	5	0	0	2	0								
REGISTERED_B23	1201	11	303	3^1*101^1	1	2	0	1	7	0								
REGISTERED_B23	1201	11	303	3^1*101^1	3	4	0	1	9	0								
REGISTERED_B23	1201	11	303	3^1*101^1	9	10	0	1	4	0								
REGISTERED_B23	1201	11	303	3^1*101^1	101	3	0	1	8	0								
REGISTERED_B23	1201	11	303	3^1*101^1	303	7	0	1	1	0								
REGISTERED_B23	1201	11	303	3^1*101^1	909	8	0	0	2	0								
REGISTERED_B23	1201	11	303	3^1*101^1	10201	5	0	0	10	0								
REGISTERED_B23	1201	11	303	3^1*101^1	30603	2	0	0	7	0								
REGISTERED_B23	1201	11	303	3^1*101^1	91809	4	0	0	9	0								
REGISTERED_B23	1201	15	304	2^4*19^1	1	5	0	1	5	0								
REGISTERED_B23	1201	15	304	2^4*19^1	2	6	0	1	6	0								
REGISTERED_B23	1201	15	304	2^4*19^1	4	8	0	1	8	0								
REGISTERED_B23	1201	15	304	2^4*19^1	8	12	0	1	12	0								
REGISTERED_B23	1201	15	304	2^4*19^1	16	5	0	1	5	0								
REGISTERED_B23	1201	15	304	2^4*19^1	19	8	0	1	8	0								
REGISTERED_B23	1201	15	304	2^4*19^1	32	6	0	1	6	0								
REGISTERED_B23	1201	15	304	2^4*19^1	38	12	0	1	12	0								
REGISTERED_B23	1201	15	304	2^4*19^1	64	8	0	1	8	0								
REGISTERED_B23	1201	15	304	2^4*19^1	76	5	0	1	5	0								
REGISTERED_B23	1201	15	304	2^4*19^1	128	12	0	1	12	0								
REGISTERED_B23	1201	15	304	2^4*19^1	152	6	0	1	6	0								
REGISTERED_B23	1201	15	304	2^4*19^1	256	5	0	1	5	0								
REGISTERED_B23	1201	15	304	2^4*19^1	304	8	0	1	8	0								
REGISTERED_B23	1201	15	304	2^4*19^1	361	5	0	0	5	0								
REGISTERED_B23	1201	15	304	2^4*19^1	608	12	0	0	12	0								
REGISTERED_B23	1201	15	304	2^4*19^1	722	6	0	0	6	0								
REGISTERED_B23	1201	15	304	2^4*19^1	1216	5	0	0	5	0								
REGISTERED_B23	1201	15	304	2^4*19^1	1444	8	0	0	8	0								
REGISTERED_B23	1201	15	304	2^4*19^1	2432	6	0	0	6	0								
REGISTERED_B23	1201	15	304	2^4*19^1	2888	12	0	0	12	0								
REGISTERED_B23	1201	15	304	2^4*19^1	4864	8	0	0	8	0								
REGISTERED_B23	1201	15	304	2^4*19^1	5776	5	0	0	5	0								
REGISTERED_B23	1201	15	304	2^4*19^1	11552	6	0	0	6	0								
REGISTERED_B23	1201	15	304	2^4*19^1	23104	8	0	0	8	0								
REGISTERED_B23	1201	15	304	2^4*19^1	46208	12	0	0	12	0								
REGISTERED_B23	1201	15	304	2^4*19^1	92416	5	0	0	5	0								
REGISTERED_B23	1201	19	305	5^1*61^1	1	5	0	1	2	0								
REGISTERED_B23	1201	19	305	5^1*61^1	5	9	0	1	6	0								
REGISTERED_B23	1201	19	305	5^1*61^1	25	10	0	1	7	0								
REGISTERED_B23	1201	19	305	5^1*61^1	61	8	0	1	5	0								
REGISTERED_B23	1201	19	305	5^1*61^1	305	5	0	1	2	0								
REGISTERED_B23	1201	19	305	5^1*61^1	1525	9	0	0	6	0								
REGISTERED_B23	1201	19	305	5^1*61^1	3721	1	0	0	17	0								
REGISTERED_B23	1201	19	305	5^1*61^1	18605	8	0	0	5	0								
REGISTERED_B23	1201	19	305	5^1*61^1	93025	5	0	0	2	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	1	13	0	1	8	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	2	14	0	1	9	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	3	15	0	1	10	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	4	16	0	1	11	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	6	18	0	1	13	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	9	21	0	1	16	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	12	1	0	1	19	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	17	6	0	1	1	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	18	7	0	1	2	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	27	16	0	1	11	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	34	0	1	1	18	0	15980	172727820	3378473249846400	3378473249846400				
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	36	2	0	1	20	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	51	17	0	1	12	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	54	20	0	1	15	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	68	11	0	1	6	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	81	1	0	1	19	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	102	22	0	1	17	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	108	5	0	1	0	1					21618	61251	1620727920432	1620727920432
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	153	4	0	1	22	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	162	13	0	1	8	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	204	9	0	1	4	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	289	2	0	1	20	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	306	19	0	1	14	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	324	14	0	0	9	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	459	11	0	0	6	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	578	15	0	0	10	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	612	3	0	0	21	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	867	5	0	0	0	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	918	10	0	0	5	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	1156	18	0	0	13	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	1377	9	0	0	4	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	1734	21	0	0	16	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	1836	8	0	0	3	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	2601	14	0	0	9	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	2754	6	0	0	1	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	3468	7	0	0	2	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	5202	16	0	0	11	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	5508	0	1	0	18	0	16218	1082101	21480605158032	21480605158032				
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	7803	18	0	0	13	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	10404	20	0	0	15	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	15606	1	0	0	19	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	23409	7	0	0	2	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	31212	13	0	0	8	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	46818	2	0	0	20	0								
REGISTERED_B23	1201	23	306	2^1*3^2*17^1	93636	15	0	0	10	0								
REGISTERED_B23	2521	3	631	631^1	1	2	0	1	2	0								
REGISTERED_B23	2521	3	631	631^1	631	2	0	1	2	0								
REGISTERED_B23	2521	3	631	631^1	398161	2	0	0	2	0								
REGISTERED_B23	2521	7	632	2^3*79^1	1	3	0	1	3	0								
REGISTERED_B23	2521	7	632	2^3*79^1	2	4	0	1	4	0								
REGISTERED_B23	2521	7	632	2^3*79^1	4	6	0	1	6	0								
REGISTERED_B23	2521	7	632	2^3*79^1	8	3	0	1	3	0								
REGISTERED_B23	2521	7	632	2^3*79^1	16	4	0	1	4	0								
REGISTERED_B23	2521	7	632	2^3*79^1	32	6	0	1	6	0								
REGISTERED_B23	2521	7	632	2^3*79^1	64	3	0	1	3	0								
REGISTERED_B23	2521	7	632	2^3*79^1	79	4	0	1	4	0								
REGISTERED_B23	2521	7	632	2^3*79^1	158	6	0	1	6	0								
REGISTERED_B23	2521	7	632	2^3*79^1	316	3	0	1	3	0								
REGISTERED_B23	2521	7	632	2^3*79^1	632	4	0	1	4	0								
REGISTERED_B23	2521	7	632	2^3*79^1	1264	6	0	0	6	0								
REGISTERED_B23	2521	7	632	2^3*79^1	2528	3	0	0	3	0								
REGISTERED_B23	2521	7	632	2^3*79^1	5056	4	0	0	4	0								
REGISTERED_B23	2521	7	632	2^3*79^1	6241	6	0	0	6	0								
REGISTERED_B23	2521	7	632	2^3*79^1	12482	3	0	0	3	0								
REGISTERED_B23	2521	7	632	2^3*79^1	24964	4	0	0	4	0								
REGISTERED_B23	2521	7	632	2^3*79^1	49928	6	0	0	6	0								
REGISTERED_B23	2521	7	632	2^3*79^1	99856	3	0	0	3	0								
REGISTERED_B23	2521	7	632	2^3*79^1	199712	4	0	0	4	0								
REGISTERED_B23	2521	7	632	2^3*79^1	399424	6	0	0	6	0								
REGISTERED_B23	2521	11	633	3^1*211^1	1	2	0	1	7	0								
REGISTERED_B23	2521	11	633	3^1*211^1	3	4	0	1	9	0								
REGISTERED_B23	2521	11	633	3^1*211^1	9	10	0	1	4	0								
REGISTERED_B23	2521	11	633	3^1*211^1	211	3	0	1	8	0								
REGISTERED_B23	2521	11	633	3^1*211^1	633	7	0	1	1	0								
REGISTERED_B23	2521	11	633	3^1*211^1	1899	8	0	0	2	0								
REGISTERED_B23	2521	11	633	3^1*211^1	44521	5	0	0	10	0								
REGISTERED_B23	2521	11	633	3^1*211^1	133563	2	0	0	7	0								
REGISTERED_B23	2521	11	633	3^1*211^1	400689	4	0	0	9	0								
REGISTERED_B23	2521	15	634	2^1*317^1	1	5	0	1	5	0								
REGISTERED_B23	2521	15	634	2^1*317^1	2	6	0	1	6	0								
REGISTERED_B23	2521	15	634	2^1*317^1	4	8	0	1	8	0								
REGISTERED_B23	2521	15	634	2^1*317^1	317	6	0	1	6	0								
REGISTERED_B23	2521	15	634	2^1*317^1	634	8	0	1	8	0								
REGISTERED_B23	2521	15	634	2^1*317^1	1268	12	0	0	12	0								
REGISTERED_B23	2521	15	634	2^1*317^1	100489	8	0	0	8	0								
REGISTERED_B23	2521	15	634	2^1*317^1	200978	12	0	0	12	0								
REGISTERED_B23	2521	15	634	2^1*317^1	401956	5	0	0	5	0								
REGISTERED_B23	2521	19	635	5^1*127^1	1	10	0	1	9	0								
REGISTERED_B23	2521	19	635	5^1*127^1	5	14	0	1	13	0								
REGISTERED_B23	2521	19	635	5^1*127^1	25	15	0	1	14	0								
REGISTERED_B23	2521	19	635	5^1*127^1	127	3	0	1	2	0								
REGISTERED_B23	2521	19	635	5^1*127^1	635	17	0	1	16	0								
REGISTERED_B23	2521	19	635	5^1*127^1	3175	11	0	0	10	0								
REGISTERED_B23	2521	19	635	5^1*127^1	16129	7	0	0	6	0								
REGISTERED_B23	2521	19	635	5^1*127^1	80645	18	0	0	17	0								
REGISTERED_B23	2521	19	635	5^1*127^1	403225	16	0	0	15	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	1	4	0	1	16	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	2	5	0	1	17	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	3	6	0	1	18	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	4	7	0	1	19	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	6	9	0	1	21	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	8	11	0	1	0	1					70588	5611746	1007734181392512	1007734181392512
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	9	12	0	1	1	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	12	15	0	1	4	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	16	19	0	1	8	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	18	21	0	1	10	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	24	4	0	1	16	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	36	16	0	1	5	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	48	5	0	1	17	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	53	10	0	1	22	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	72	6	0	1	18	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	106	17	0	1	6	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	144	9	0	1	21	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	159	1	0	1	13	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	212	8	0	1	20	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	318	22	0	1	11	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	424	13	0	1	2	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	477	20	0	1	9	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	636	18	0	1	7	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	848	0	1	0	12	0	69748	131876031	23399939459518272	23399939459518272				
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	954	14	0	0	3	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	1272	10	0	0	22	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	1908	2	0	0	14	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	2544	17	0	0	6	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	2809	6	0	0	18	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	3816	1	0	0	13	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	5618	9	0	0	21	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	7632	22	0	0	11	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	8427	12	0	0	1	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	11236	15	0	0	4	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	16854	21	0	0	10	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	22472	4	0	0	16	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	25281	7	0	0	19	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	33708	16	0	0	5	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	44944	5	0	0	17	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	50562	11	0	0	0	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	67416	6	0	0	18	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	101124	19	0	0	8	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	134832	9	0	0	21	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	202248	12	0	0	1	0								
REGISTERED_B23	2521	23	636	2^2*3^1*53^1	404496	21	0	0	10	0								
REGISTERED_B23	21169	3	5293	67^1*79^1	1	2	0	1	2	0								
REGISTERED_B23	21169	3	5293	67^1*79^1	67	2	0	1	2	0								
REGISTERED_B23	21169	3	5293	67^1*79^1	79	2	0	1	2	0								
REGISTERED_B23	21169	3	5293	67^1*79^1	4489	2	0	1	2	0								
REGISTERED_B23	21169	3	5293	67^1*79^1	5293	2	0	1	2	0								
REGISTERED_B23	21169	3	5293	67^1*79^1	6241	2	0	0	2	0								
REGISTERED_B23	21169	3	5293	67^1*79^1	354631	2	0	0	2	0								
